Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Pages,Issue,Volume,Series,Publisher,Place,Extra,Manual Tags,Editor
3QQDC658,journalArticle,2022,"Masood, Zaki; Gantassi, Rahma; Ardiansyah; Choi, Yonghoon",A Multi-Step Time-Series Clustering-Based Seq2Seq LSTM Learning for a Single Household Electricity Load Forecasting,ENERGIES,,,10.3390/en15072623,,"The deep learning (DL) approaches in smart grid (SG) describes the possibility of shifting the energy industry into a modern era of reliable and sustainable energy networks. This paper proposes a time-series clustering framework with multi-step time-series sequence to sequence (Seq2Seq) long short-term memory (LSTM) load forecasting strategy for households. Specifically, we investigate a clustering-based Seq2Seq LSTM electricity load forecasting model to undertake an energy load forecasting problem, where information input to the model contains individual appliances and aggregate energy as historical data of households. The original dataset is preprocessed, and forwarded to a multi-step time-series learning model which reduces the training time and guarantees convergence for energy forecasting. Furthermore, simulation results show the accuracy performance of the proposed model by validation and testing cluster data, which shows a promising potential of the proposed predictive model.",2022-04,,7,15,,,,"Place: MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",load forecasting; deep learning; LSTM; smart grid; energy management system; time-series prediction,
MBYZ5KKB,journalArticle,2022,"Jiang, Yuqi; Gao, Tianlu; Dai, Yuxin; Si, Ruiqi; Hao, Jun; Zhang, Jun; Gao, David Wenzhong",Very short-term residential load forecasting based on deep-autoformer,APPLIED ENERGY,,0306-2619,10.1016/j.apenergy.2022.120120,,"Very short-term load forecasting (VSLTF) plays an essential role in guaranteeing effective electricity dispatching and generating in residential microgrid systems. However, the extreme fluctuations and irregular data patterns of VSTLF have brought severe challenges to accurate forecasting. Deep learning methods have been mostly utilized in time series predicting tasks like load forecasting. Recently, an Autoformer neural network has been proposed in many time series forecasting scenarios. Based on Autoformer, this paper proposes a new Deep-Autoformer framework, where the extra MLP layers are added to the basic Autoformer framework for a more efficient deep information extraction. Taking a microgrid system in Austin, Texas from the Pecan Street dataset as a case study, Deep-Autoformer and other five baseline models are utilized to forecast the load data of 15 min and one-hour time resolution. The main contributions of the proposed Deep-Autoformer are: (i)the experiment results indicate that the proposed Deep-Autoformer has achieved State-Of-The-Art (SOTA) results in both VSTLF and STLF, and(ii) the `deep' method, where the MLP layers are added in the appropriate positions of the neural network, can contribute to more efficient feature extraction. Moreover, due to the unintuitive phenomenons in the experiment, two hypotheses are also proposed: (i) the long-ago historical data may affect the performance of the auto-correlation mechanism of the Autoformer, and (ii) models are probably overfitting the historical patterns if the time series data are too long. Overall, the proposed Deep-Autoformer can provide a feasible approach and a new baseline for the real application of VSTLF.",12/15/2022,,,328,,,,"Place: 125 London Wall, London, ENGLAND Publisher: ELSEVIER SCI LTD Type: Article",Auto-correlation; Deep-autoformer; Fluctuation forecasting accuracy index; Time series decomposition; Very short-term load forecasting,
35YKNIXB,journalArticle,2022,"Chaianong, Aksornchan; Winzer, Christian; Gellrich, Mario",Impacts of traffic data on short-term residential load forecasting before and during the COVID-19 pandemic,ENERGY STRATEGY REVIEWS,,2211-467X,10.1016/j.esr.2022.100895,,"Accurate load forecasting is essential for power-sector planning and management. This applies during normal situations as well as phase changes such as the Coronavirus (COVID-19) pandemic due to variations in electricity consumption that made it difficult for system operators to forecast load accurately. So far, few studies have used traffic data to improve load prediction accuracy. This paper aims to investigate the influence of traffic data in combination with other commonly used features (historical load, weather, and time) - to better predict shortterm residential electricity consumption. Based on data from two selected distribution grid areas in Switzerland and random forest as a forecasting technique, the findings suggest that the impact of traffic data on load forecasts is much smaller than the impact of time variables. However, traffic data could improve load forecasting where information on historical load is not available. Another benefit of using traffic data is that it might explain the phenomenon of interest better than historical electricity demand. Some of our findings vary greatly between the two datasets, indicating the importance of studies based on larger numbers of datasets, features, and forecasting approaches.",2022-09,,,43,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",Machine learning; Load forecasting; COVID-19; Random forest; Traffic,
QLS8Y8PG,journalArticle,2022,"Shi, Yuan; Xu, Xianze",Deep Federated Adaptation: An Adaptative Residential Load Forecasting Approach with Federated Learning,SENSORS,,,10.3390/s22093264,,"Residential-level short-term load forecasting (STLF) is significant for power system operation. Data-driven forecasting models, especially machine-learning-based models, are sensitive to the amount of data. However, privacy and security concerns raised by supervision departments and users limit the data for sharing. Meanwhile, the limited data from the newly built houses are not sufficient to support building a powerful model. Another problem is that the data from different houses are in a non-identical and independent distribution (non-IID), which makes the general model fail in predicting accurate load for the specific house. Even though we can build a model corresponding to each house, it costs a large computation time. We first propose a federated transfer learning approach applied in STLF, deep federated adaptation (DFA), to deal with the aforementioned problems. This approach adopts the federated learning architecture to train a global model without undermining privacy, and then the model leverage multiple kernel variant of maximum mean discrepancies (MK-MMD) to fine-tune the global model, which makes the model adapted to the specific house's prediction task. Experimental results on the real residential datasets show that DFA has the best forecasting performance compared with other baseline models and the federated architecture of DFA has a remarkable superiority in computation time. The framework of DFA is extended with alternative transfer learning methods and all of them achieve good performances on STLF.",2022-05,,9,22,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",federated learning; transfer learning; electric load forecasting; domain adaptation,
98VKF2E5,conferencePaper,2021,"Razghandi, Mina; Zhou, Hao; Erol-Kantarci, Melike; Turgut, Damla",Short-Term Load Forecasting for Smart Home Appliances with Sequence to Sequence Learning,IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC 2021),978-1-7281-7122-7,,10.1109/ICC42927.2021.9500767,,"Appliance-level load forecasting plays a critical role in residential energy management, besides having significant importance for ancillary services performed by the utilities. In this paper, we propose to use an LSTM-based sequence-to-sequence (seq2seq) learning model that can capture the load profiles of appliances. We use a real dataset collected from four residential buildings and compare our proposed scheme with three other techniques, namely VARMA, Dilated One Dimensional Convolutional Neural Network, and an LSTM model. The results show that the proposed LSTM-based seq2seq model outperforms other techniques in terms of prediction error in most cases.",2021,,,,IEEE International Conference on Communications,IEEE,"345 E 47TH ST, NEW YORK, NY 10017 USA",Backup Publisher: IEEE; Telus; Huawei; Ciena; Nokia; Samsung; Qualcomm; Cisco; Google Cloud ISSN: 1550-3607 Type: Proceedings Paper,load forecasting; deep learning,
4UC4JGU9,journalArticle,2023,"Pla, Eric; Jimenez Martinez, Mariana",Dealing with change: Retraining strategies to improve load forecasting in individual households under Covid-19 restrictions,ENERGY REPORTS,,2352-4847,10.1016/j.egyr.2023.08.075,,"Covid-19 pandemic and the restrictions imposed to control its spreading had a profound impact on several aspects of society. Studies on energy consumption show a pattern shift during the first stages of the pandemic, mainly due to the abrupt and forced change in human behaviour. For some residential consumers, such changes translated into higher energy expenses, which could be avoided through optimal energy management. This, however, depends on accurate load forecasting models whose performance tends to decrease under drastic pattern changes. This paper aims to improve forecasting techniques based on machine learning methods to assess its impact on the accuracy of day-ahead electrical load forecasting from individual residential households from the city of Barcelona, Spain, during a lockdown situation. Support Vector Machine (SVM) is the proposed algorithm for the short-term hourly forecasting of the households' electricity consumption of the following 24 h. The algorithm's accuracy over different pandemic periods - Lockdown, Reopening and New Normal - is evaluated using different retraining strategies based on literature findings. (c) 2023 The Author(s). Published by Elsevier Ltd. This is an open access article under theCCBYlicense (http://creativecommons.org/licenses/by/4.0/).",2023-10,82-89,11,9,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article; Proceedings Paper",Machine learning; Load forecasting; Clustering; Time series; COVID-19; Energy demand; Residential load; Support vector machine,
VKLQYX7B,journalArticle,2021,"Mansoor, Haris; Rauf, Huzaifa; Mubashar, Muhammad; Khalid, Muhammad; Arshad, Naveed",Past Vector Similarity for Short Term Electrical Load Forecasting at the Individual Household Level,IEEE ACCESS,,2169-3536,10.1109/ACCESS.2021.3063650,,"Demand side management (DSM) programs are an integral part of the modern grid. Most of these DSM programs are designed to work at household and hour level. The optimization problems in these DSM programs are guided by the forecasted load. An error in the hour ahead load forecasting results in a suboptimal solution entailing economic cost to both the utility and the customers. Predicting loads at a fine granularity (e.g., households) is challenging due to a large number of (known or unknown) factors affecting power consumption. At larger scales (e.g., clusters of consumers), since the inherent stochasticity and fluctuations are averaged out, the problem becomes substantially easier. Many techniques have been proposed to predict loads of clusters of consumers in various localities with great accuracy. Also, these techniques generally utilize sociological and weather information and work better on data from a particular locality. In this paper, a new technique called Past Vector Similarity (PVS) has been proposed to predict electricity load one hour ahead at the level of an individual household. The proposed strategy is based on load information only and does not require calendar, weather or any other attributes. In fact, the idea is to extract the exact load patterns of individual households corresponding to their routine and socio-economic values. Consequently, the technique makes use of the recent past vector and generate similar patterns for the prediction of future load profiles. Furthermore, the ensemble of these similar loads is an efficient prediction of electricity. PVS has just two parameters due to which it can be applied to the smaller dataset without overfitting issue. Moreover, due to the parallel nature of PVS, it can be scaled for a large number of customers without computation burden. The proposed PVS has been assessed empirically for two distinct datasets from Australia and Sweden. The simulation results demonstrate that the PVS significantly outperforms other state-of-the-art forecasting methods in terms of accuracy.",2021,42771-42785,,9,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",Deep learning; Load forecasting; Short term load forecasting (STLF); Recurrent neural networks; data transformation; Economics; hour ahead load forecasting; household load forecasting; Licenses; long short-term memory (LSTM); past vector similarity (PVS); random forest (RF); Root mean square; Training,
MFRSQB2R,journalArticle,2023,"Dab, Khansa; Henao, Nilson; Nagarsheth, Shaival; Dube, Yves; Sansregret, Simon; Agbossou, Kodjo",Consensus-based time-series clustering approach to short-term load forecasting for residential electricity demand,ENERGY AND BUILDINGS,,0378-7788,10.1016/j.enbuild.2023.113550,,"Load forecasting could play a crucial role in energy management and control of buildings in residential neighborhoods. In these areas, electricity demand is influenced by different phenomena accounting for climate conditions and comfort preferences. The uncertain nature of these circumstances results in power profiles with diverse patterns. Under this condition, overall load prediction is suggested by utilizing Cluster-based Aggregate Forecasting (CBAF). Accordingly, this paper proposes a unified approach to such a practice. The proposed scheme employs an unsupervised machine-learning algorithm to develop a time-series clustering scheme that performs the classification task through the k-medoids-based clustering incorporating the Dynamic Time Warping (DTW) algorithm. Subsequently, a consensus is achieved among the resultant clusters where the Jaccard similarity index adjudges the similarity measurement. The Additive Gaussian Process (AGP), a powerful non-parametric forecasting technique, is exploited to predict aggregated load at each cluster level. With low complexity and high scalability, AGP is particularly utilized to provide effective forecasting. Numerical simulations on synthetic as well as real datasets have been carried out to illustrate the effectiveness of the proposed methodology. Additionally, two comparative studies are carried out with forecasts without clustering and with the benchmark non-parametric models employing a cluster-based technique. The proposed method demonstrates significant improvement in forecasting accuracy for both datasets by reducing the error metrics and achieving 7% improvement in the coefficient of determination (??????2) value as compared to the aggregated load forecast achieved without clustering. The comparative study demonstrates that the proposed method with AGP can forecast the total residential load more accurately than other benchmark models with an improvement of 26% and 21% in ??????2, respectively, for both datasets.",11/15/2023,,,299,,,,"Place: PO BOX 564, 1001 LAUSANNE, SWITZERLAND Publisher: ELSEVIER SCIENCE SA Type: Article",Short-term load forecasting; Aggregated load forecast; Consensus clustering; Gaussian process; Residential load patterns; Time-series,
HPLCWT86,conferencePaper,2020,"Taik, Afaf; Cherkaoui, Soumaya",Electrical Load Forecasting Using Edge Computing and Federated Learning,ICC 2020 - 2020 IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC),978-1-7281-5089-5,,10.1109/icc40277.2020.9148937,,"In the smart grid, huge amounts of consumption data are used to train deep learning models for applications such as load monitoring and demand response. However, these applications raise concerns regarding security and have high accuracy requirements. In one hand, the data used is privacy-sensitive. For instance, the fine-grained data collected by a smart meter at a consumer's home may reveal information on the appliances and thus the consumer's behaviour at home. On the other hand, the deep learning models require big data volumes with enough variety and to be trained adequately. In this paper, we evaluate the use of Edge computing and federated learning, a decentralized machine learning scheme that allows to increase the volume and diversity of data used to train the deep learning models without compromising privacy. This paper reports, to the best of our knowledge, the first use of federated learning for household load forecasting and achieves promising results. The simulations were done using Tensorflow Federated on the data from 200 houses from Texas, USA.",2020,,,,IEEE International Conference on Communications,IEEE,"345 E 47TH ST, NEW YORK, NY 10017 USA",Backup Publisher: IEEE; Huawei; ZTE; Qualcomm ISSN: 1550-3607 Type: Proceedings Paper,LSTM; Smart Grid; Deep Neural Networks; Edge Computing; Energy Load Forecasting; Federated Learning,
H97H8BNI,journalArticle,2024,"Xia, Zhong; Zhang, Ruiyuan; Ma, Hui; Saha, Tapan Kumar",Day-Ahead Electricity Consumption Prediction of Individual Household Capturing Peak Consumption Pattern,IEEE TRANSACTIONS ON SMART GRID,,1949-3053,10.1109/TSG.2023.3332281,,"Day-ahead electricity consumption forecasting for individual residential consumers, especially the peak consumption time forecasting, is essential for home energy management system. However, it is considerably challenging since the single household consumption is highly volatile and stochastic and dependent on the underlying human behaviour. Further, the difficulties of accurately capturing the occurrence time of peak consumption in a house can limit the performance of existing machine learning-based load forecasting methods. In this paper, we propose a novel framework for day-ahead single-household electricity consumption forecasting by learning the peak consumption patterns of users. Instead of attempting to obtain the electricity consumption curve for the future 24 hours, the prediction of electricity consumption is achieved by combining the predicted base consumption, the predicted peak consumption occurrence time and the predicted amount of peak consumption within each time interval. The proposed framework can be used for both deterministic and probabilistic load forecasting of individual households. Case studies are conducted on hundreds of households from two different datasets. The results demonstrate that the performance of different deterministic load forecasting algorithms and probabilistic load forecasting algorithms can be improved after being integrated into the proposed framework.",2024-05,2971-2984,3,15,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",individual household; Day-ahead; deterministic load forecasting; peak load occurrence time; probabilistic load forecasting,
W9B72UUD,journalArticle,2025,"Lin, Weixuan; Wu, Di; Jenkin, Michael",Electric Load Forecasting for Individual Households via Spatial-Temporal Knowledge Distillation,IEEE TRANSACTIONS ON POWER SYSTEMS,,0885-8950,10.1109/TPWRS.2024.3393926,,"Short-term load forecasting (STLF) for residential households has become of critical importance for the secure operation of power grids as well as home energy management systems. While machine learning is effective for residential STLF, data and resource limitations hinder individual household predictions operated on local devices. In contrast, utility companies have access to broader sets of data as well as to better computational resources, and thus have the potential to deploy complex forecasting models such as Graph neural network-based models to explore the spatial-temporal relationships between households for achieving impressive STLF performance. In this work, we propose an efficient and privacy-conservative knowledge distillation-based STLF framework. This framework can improve the STLF forecasting accuracy of lightweight individual household forecasting models via leveraging the benefits of knowledge distillation and graph neural networks (GNN). Specifically, we distill the knowledge learned from a GNN model pre-trained on utility data sets into individual models without the need to access data sets of other households. Extensive experiments on real-world residential electric load datasets demonstrate the effectiveness of the proposed method.",2025-01,572-584,1,40,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article",Short-term load forecasting; graph neural network; knowledge distillation,
LA6W5TAE,conferencePaper,2018,"Kell, Alexander; McGough, A. Stephen; Forshaw, Matthew",Segmenting Residential Smart Meter Data for Short-Term Load Forecasting,E-ENERGY'18: PROCEEDINGS OF THE 9TH ACM INTERNATIONAL CONFERENCE ON FUTURE ENERGY SYSTEMS,978-1-4503-5767-8,,10.1145/3208903.3208923,,"In order to reliably generate electricity to meet the demands of the customer base, it is essential to match supply with demand. Short-term load forecasting is utilised in both real-time scheduling of electricity, and load-frequency control. This paper aims to improve the accuracy of load-forecasting by using machine learning techniques to predict 30 minutes ahead using smart meter data. We utilised the k-means clustering algorithm to cluster similar individual consumers and fit distinct models per cluster. Public holidays were taken into consideration for changing customer behaviour, as was periodicity of the day, week and year. We evaluated a number of approaches for predicting future energy demands including; Random Forests, Neural Networks, Long Short-Term Memory Neural Networks and Support Vector Regression models. We found that Random Forests performed best at each clustering level, and that clustering similar consumers and aggregating their predictions outperformed a single model in each case. These findings suggest that clustering smart meter data prior to forecasting is an important step in improving accuracy when using machine learning techniques.",2018,91-96,,,,ASSOC COMPUTING MACHINERY,"1601 Broadway, 10th Floor, NEW YORK, NY, UNITED STATES",Backup Publisher: Assoc Comp Machinery; ACM SIGCOMM; Deutsche Forschungsgemeinschaft; ProCom; EnBW; TransnetBW Type: Proceedings Paper,smart meter; k-means clustering; Advanced metering infrastructure (AMI); electrical power load forecasting; load profiles; neural networks; random forest; short-term electricity forecasting; support vector regression,
FKQA7V3I,journalArticle,2025,"Zhang, Tong; Jiao, Wenhua; Yu, Jiguo; Xiong, Yudou",Short-Term Residential Load Forecasting Framework Based on Spatial-Temporal Fusion Adaptive Gated Graph Convolution Networks,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,,2162-237X,10.1109/TNNLS.2025.3551778,,"Enhancing the prediction of volatile and intermittent electric loads is one of the pivotal elements that contributes to the smooth functioning of modern power grids. However, conventional deep learning-based forecasting techniques fall short in simultaneously taking into account both the temporal dependencies of historical loads and the spatial structure between residential units, resulting in a subpar prediction performance. Furthermore, the representation of the spatial graph structure is frequently inadequate and constrained, along with the complexities inherent in Spatial-Temporal data, impeding the effective learning among different households. To alleviate those shortcomings, this article proposes a novel framework: Spatial-Temporal fusion adaptive gated graph convolution networks (STFAG-GCNs), tailored for residential short-term load forecasting (STLF). Spatial-Temporal fusion graph construction is introduced to compensate for several existing correlations where additional information are not known or unreflected in advance. Through an innovative gated adaptive fusion graph convolution (AFG-Conv) mechanism, Spatial-Temporal fusion graph convolution network (STFGCN) dynamically model the Spatial-Temporal correlations implicitly. Meanwhile, by integrating a gated temporal convolutional network (Gated TCN) and multiple STFGCNs into a unified Spatial-Temporal fusion layer, STFAG-GCN handles long sequences by stacking layers. Experimental results on real-world datasets validate the accuracy and robustness of STFAG-GCN in forecasting short-term residential loads, highlighting its advancements over state-of-the-art methods. Ablation experiments further reveal its effectiveness and superiority.",4/4/2025,,,,,,,"Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Publisher: IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC Type: Article; Early Access",residential load forecasting; Computational modeling; Forecasting; Load forecasting; Load modeling; Predictive models; Data models; Convolution; Correlation; Gated adaptive fusion graph convolution (AFG-Conv); Logic gates; Mathematical models; Spatial-Temporal fusion graph; temporal convolutional network,
TDHMKZ9F,journalArticle,2021,"Jeyaraj, Pandia Rajan; Nadar, Edward Rajan Samuel",Computer-assisted demand-side energy management in residential smart grid employing novel pooling deep learning algorithm,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,,0363-907X,10.1002/er.6449,,"Demand-side energy management increases the unpredictability and ambiguity of forecasting the load profiles of residential energy management. The energy management accuracy seems to be low by employing a traditional residential energy forecasting algorithm. This research work emphasizes on design and development of computer-assisted residential energy management by forecasting employing a deep learning algorithm. Hankel matrix is formed using copula function to process the collected automatic metering infrastructure (AMI) load data in the smart grid. From this data processing, model optimization was obtained by the proposed novel pooling-based deep neural network (PDNN). Moreover, this proposed PDNN avoid overfitting problem in training and testing by increasing AMI data variety and data size. The proposed PDNN is implemented in the TensorFlow platform. Based on real-time AMI southern grid data onto Tamil Nadu Electricity Board, India testing case studies was carried. Compared to traditional residential energy management techniques the proposed deep learning model outperforms support vector machine by 9.5% and 12.7%, deep belief network by 6.5% and 9.5%, and neural network auto aggressive integral moving average by 20.5% and 8.5% in terms of accuracy of energy forecasting and mean absolute error, respectively. Overall, the obtained results proved the effectiveness of the proposed deep learning algorithm for residential short-term load forecasting and management over other traditional methods. Highlights In this research work: Novel pooling-based deep neural network is applied for residential energy management in a smart grid. The copula fusion theory is adopted to improve the accuracy of load management in a smart grid. Day-ahead and week-ahead prediction load on Tamil Nadu Electricity Board dataset in summer and winter season was used to validate the performance of the proposed method with other data-driven methods.",2021-04,7961-7973,5,45,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Review",energy management; smart grid; deep learning algorithm; residential power system planning,
ESTN72MD,journalArticle,2021,"Flor, Mario; Herraiz, Sergio; Contreras, Ivan",Definition of Residential Power Load Profiles Clusters Using Machine Learning and Spatial Analysis,ENERGIES,,,10.3390/en14206565,,"This study presents a novel approach for discovering actionable knowledge and exploring data-based models from data recorded by household smart meters. The proposed framework is supported by a machine learning architecture based on the application of data mining methods and spatial analysis to extract temporal and spatial restricted clusters of characteristic monthly electricity load profiles. In addition, it uses these clusters to perform short-term load forecasting (1 week) using recurrent neural networks. The approach analyses a database with measurements of 1000 smart meters gathered during 4 years in Guayaquil, Ecuador. Results of the proposed methodology led us to obtain a precise and efficient stratification of typical consumption patterns and to extract neighbour information to improve the performance of residential energy consumption forecasting.",2021-10,,20,14,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",machine learning; smart meter; recurrent neural network; energy consumption clustering; load profiles forecasting; spatial analysis,
8TJXFYWX,journalArticle,2025,"Li, Han; Heleno, Miguel; Zhang, Wanni; Garcia, Luis Rodriguez; Hong, Tianzhen",A cross-dimensional analysis of data-driven short-term load forecasting methods with large-scale smart meter data,ENERGY AND BUILDINGS,,0378-7788,10.1016/j.enbuild.2025.115909,,"Electricity load forecasting is essential to utility operation and power grid stability. A wide spectrum of data-driven methods, ranging from linear regression models to more recent deep learning models have been adopted to forecast electric load over the years. However, there still lacks a holistic evaluation of the applicability of conventional statistical and machine learning based algorithms with respect to different temporal and spatial scopes, computational requirements, and sensitivity of model-tuning. Enabled by a large-scale electricity load profile dataset of over 40,000 residential customers in a utility region, we conducted a cross-dimensional analysis of data-driven load forecasting methods. Three regression-based and seven deep learning algorithms with different model configurations were evaluated in terms of their overall and peak load prediction accuracy, and training burdens, across spatial aggregation levels ranging from the transformer, feeder, substation, to neighborhood. We found, first, the load forecasting accuracy is constrained by a predictability boundary, influenced by the forecasting horizon and spatial aggregation level. Specifically, RandomForest, XGBoost, TFT, TSMixer, and TiDE models achieved less than 10% prediction error for up to 96-h ahead forecasting for district, substation, and feeder levels, while other models struggle at long-horizon predictions; Second, for winter and summer peak load dates, most models were able to predict the peak demand timing within +/- 1 h, but the prediction percentage error varied by models, with TFT and TiDE models being the top performers; Third, models with similar prediction accuracy can differ in training burden by an order of magnitude. Therefore, choosing model configurations that balance prediction performance and computational resource is an important practical consideration for large-scale deployment of the machine learning based load forecasting. The outcome of this study can guide researchers and practitioners to choose the proper load forecasting algorithms based on their problem scope, required accuracy, and available resources. The predictability boundary can serve as a benchmark for electricity load forecasting problems with new algorithms and datasets.",10/1/2025,,,344,,,,"Place: PO BOX 564, 1001 LAUSANNE, SWITZERLAND Publisher: ELSEVIER SCIENCE SA Type: Article",Load forecasting; AMI; Computational burden; Data-driven; Predictability boundary,
JJ9GIRC5,journalArticle,2024,"Lotfipoor, Ashkan; Patidar, Sandhya; Jenkins, David P.",Deep neural network with empirical mode decomposition and Bayesian optimisation for residential load forecasting,EXPERT SYSTEMS WITH APPLICATIONS,,0957-4174,10.1016/j.eswa.2023.121355,,"In the context of a resilient energy system, accurate residential load forecasting has become a non-trivial requirement for ensuring effective management and planning strategy/policy development. Due to the highly stochastic nature of energy load profiles, it is difficult to predict accurately, and usually, predictions are error-prone. This paper explores the potential of Empirical Mode Decomposition (EMD) in simplifying the dynamics of complex demand profiles. The simplified components are then embedded within a deep learning model, specifically Convolution Neural Network (CNN) and Long Short-Term Memory (LSTM), to forecast short-term residential loads. The novel modelling framework integrates Bayesian optimisation strategy, feature decomposition technique, feature engineering phase, and percentile-based bias correction algorithm to enhance model accuracy. The model is developed using a case-study residential dwelling located in Fintry (Scotland), and the model performance is assessed over four forecast horizons. The overall efficiency of framework is also investigated for three algorithms: random forest, gradient boosting decision trees (GBDT), and an LSTM network. While EMD and feature engineering were found to greatly improve prediction accuracy, the number of IMFs used was shown to significantly impact the model's performance and computational complexity. The model was tested on two further case studies from Fintry.",3/1/2024,,A,237,,,,"Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Publisher: PERGAMON-ELSEVIER SCIENCE LTD Type: Article",Deep Learning; Forecasting; Energy; Bayesian optimisation; Decomposition; Electricity consumption,
M6LQHJS6,journalArticle,2024,"Zhu, Jizhong; Miao, Yuwang; Dong, Hanjiang; Li, Shenglin; Chen, Ziyu; Zhang, Di",Short-Term Residential Load Forecasting Based on K-shape Clustering and Domain Adversarial Transfer Network,JOURNAL OF MODERN POWER SYSTEMS AND CLEAN ENERGY,,2196-5625,10.35833/MPCE.2023.000646,,"In recent years, the expansion of the power grid has led to a continuous increase in the number of consumers within the distribution network. However, due to the scarcity of historical data for these new consumers, it has become a complex challenge to accurately forecast their electricity demands through traditional forecasting methods. This paper proposes an innovative short-term residential load forecasting method that harnesses advanced clustering, deep learning, and transfer learning technologies to address this issue. To begin, this paper leverages the domain adversarial transfer network. It employs limited data as target domain data and more abundant data as source domain data, thus enabling the utilization of source domain insights for the forecasting task of the target domain. Moreover, a \textbackslashboldsymbol{K}-\textbackslashmathbf{shape}\ clustering method is proposed, which effectively identifies source domain data that align optimally with the target domain, and enhances the forecasting accuracy. Subsequently, a composite architecture is devised, amalgamating attention mechanism, long short-term memory network, and seq2seq network. This composite structure is integrated into the domain adversarial transfer network, bolstering the performance of feature extractor and refining the forecasting capabilities. An illustrative analysis is conducted using the residential load dataset of the Independent System Operator to validate the proposed method empirically. In the case study, the relative mean square error of the proposed method is within 30 MW, and the mean absolute percentage error is within 2%. A significant improvement in accuracy, compared with other comparative experimental results, underscores the reliability of the proposed method. The findings unequivocally demonstrate that the proposed method advocated in this paper yields superior forecasting results compared with prevailing mainstream forecasting methods.",2024-07,1239-1249,4,12,,,,"Place: NO 19 CHENGXIN AVE, JIANGNING DISTRICT, NANJING, 211106, PEOPLES R CHINA Publisher: STATE GRID ELECTRIC POWER RESEARCH INST Type: Article",Deep learning; Forecasting; Load forecasting; Load modeling; Predictive models; attention mechanism; Long short term memory; Time series analysis; domain adversarial; K-shape clustering; long short-term memory network; seq2seq network,
ITNWVIDD,journalArticle,2020,"Kiprijanovska, Ivana; Stankoski, Simon; Ilievski, Igor; Jovanovski, Slobodan; Gams, Matjaz; Gjoreski, Hristijan",HousEEC: Day-Ahead Household Electrical Energy Consumption Forecasting Using Deep Learning,ENERGIES,,,10.3390/en13102672,,"Short-term load forecasting is integral to the energy planning sector. Various techniques have been employed to achieve effective operation of power systems and efficient market management. We present a scalable system for day-ahead household electrical energy consumption forecasting, named HousEEC. The proposed forecasting method is based on a deep residual neural network, and integrates multiple sources of information by extracting features from (i) contextual data (weather, calendar), and (ii) the historical load of the particular household and all households present in the dataset. Additionally, we compute novel domain-specific time-series features that allow the system to better model the pattern of energy consumption of the household. The experimental analysis and evaluation were performed on one of the most extensive datasets for household electrical energy consumption, Pecan Street, containing almost four years of data. Multiple test cases show that the proposed model provides accurate load forecasting results, achieving a root-mean-square error score of 0.44 kWh and mean absolute error score of 0.23 kWh, for short-term load forecasting for 300 households. The analysis showed that, for hourly forecasting, our model had 8% error (22 kWh), which is 4 percentage points better than the benchmark model. The daily analysis showed that our model had 2% error (131 kWh), which is significantly less compared to the benchmark model, with 6% error (360 kWh).",2020-05,,10,13,,,,"Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Publisher: MDPI Type: Article",short-term load forecasting; feature extraction; day ahead; deep residual neural network; electricity; multiple sources,
